,Machine failure,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp difference,Power
8173,0,2,1497,37.0,162,11.5,55389.0
8174,0,0,1371,52.3,167,11.400000000000034,71703.3
8175,0,1,1445,41.2,169,11.400000000000034,59534.00000000001
8176,0,0,1564,40.0,172,11.399999999999977,62560.0
8177,0,0,1439,44.9,174,11.400000000000034,64611.1
8178,0,0,1352,52.1,176,11.5,70439.2
8179,0,0,1560,35.4,178,11.5,55224.0
8180,0,1,1616,42.3,180,11.5,68356.79999999999
8181,0,0,1835,23.7,183,11.5,43489.5
8182,0,1,1649,32.7,185,11.400000000000034,53922.3
8183,0,0,1452,47.3,188,11.300000000000011,68679.59999999999
8184,0,0,2144,17.7,190,11.300000000000011,37948.799999999996
8185,0,0,1554,41.0,192,11.400000000000034,63714.0
8186,0,0,1827,25.4,194,11.300000000000011,46405.799999999996
8187,0,0,1448,46.3,196,11.299999999999955,67042.4
8188,0,1,1530,38.8,198,11.299999999999955,59363.99999999999
8189,0,0,1983,21.0,201,11.300000000000011,41643.0
8190,0,1,1620,37.2,203,11.199999999999989,60264.00000000001
8191,0,1,1630,29.8,206,11.299999999999955,48574.0
8192,1,0,1229,65.2,209,11.299999999999955,80130.8
8193,0,0,1873,22.3,211,11.300000000000011,41767.9
8194,0,0,1426,45.7,213,11.300000000000011,65168.200000000004
8195,1,0,1376,53.9,215,11.400000000000034,74166.4
8196,0,0,1622,33.6,217,11.400000000000034,54499.200000000004
8197,0,1,1492,45.7,219,11.300000000000011,68184.40000000001
8198,0,1,1374,48.9,222,11.399999999999977,67188.59999999999
8199,1,0,1737,27.0,225,11.5,46899.0
8200,0,0,1426,42.4,0,11.5,60462.4
8201,0,1,1826,25.1,2,11.599999999999966,45832.600000000006
8202,0,0,1669,32.4,5,11.599999999999966,54075.6
8203,0,1,1473,40.1,7,11.5,59067.3
8204,0,0,1751,27.8,10,11.5,48677.8
8205,0,1,1446,47.3,12,11.5,68395.8
8206,0,0,1483,43.5,15,11.5,64510.5
8207,0,0,1535,42.6,17,11.5,65391.0
8208,0,0,1477,44.0,19,11.5,64988.0
8209,0,0,1391,46.9,21,11.5,65237.9
8210,0,2,1636,29.4,23,11.5,48098.399999999994
8211,0,0,1675,33.3,28,11.400000000000034,55777.49999999999
8212,0,2,1329,48.9,30,11.300000000000011,64988.1
8213,0,1,1548,33.5,35,11.300000000000011,51858.0
8214,0,0,1391,45.8,38,11.300000000000011,63707.799999999996
8215,0,0,1437,43.1,40,11.399999999999977,61934.700000000004
8216,0,0,1370,61.9,42,11.400000000000034,84803.0
8217,0,0,1577,37.1,44,11.5,58506.700000000004
8218,0,0,1485,37.8,46,11.399999999999977,56132.99999999999
8219,0,0,1504,34.3,48,11.399999999999977,51587.2
8220,0,1,1551,35.2,50,11.400000000000034,54595.200000000004
8221,0,1,1428,43.0,53,11.399999999999977,61404.0
8222,0,0,1755,27.9,56,11.5,48964.5
8223,0,0,1329,54.9,58,11.399999999999977,72962.09999999999
8224,0,0,1496,35.2,60,11.399999999999977,52659.200000000004
8225,0,0,1532,36.6,62,11.399999999999977,56071.200000000004
8226,0,0,1389,61.4,64,11.399999999999977,85284.59999999999
8227,0,1,1524,51.4,66,11.299999999999955,78333.59999999999
8228,0,1,1422,49.3,69,11.299999999999955,70104.59999999999
8229,0,0,1739,27.4,72,11.399999999999977,47648.6
8230,0,0,1736,26.9,74,11.399999999999977,46698.399999999994
8231,0,0,1419,48.8,76,11.399999999999977,69247.2
8232,0,0,1326,49.7,78,11.5,65902.2
8233,0,1,1449,43.2,80,11.5,62596.8
8234,0,0,1534,39.7,83,11.400000000000034,60899.8
8235,0,1,1443,50.9,85,11.400000000000034,73448.7
8236,0,0,1498,41.1,88,11.400000000000034,61567.8
8237,0,0,1796,26.0,90,11.5,46696.0
8238,0,0,1519,45.3,92,11.299999999999955,68810.7
8239,0,0,1339,49.6,94,11.399999999999977,66414.40000000001
8240,0,0,1483,41.5,96,11.399999999999977,61544.5
8241,0,1,2099,20.0,98,11.300000000000011,41980.0
8242,0,1,1689,29.7,101,11.300000000000011,50163.299999999996
8243,0,2,1369,54.5,104,11.299999999999955,74610.5
8244,0,0,1512,38.8,109,11.399999999999977,58665.6
8245,1,1,1303,68.6,111,11.300000000000011,89385.79999999999
8246,0,0,1552,39.9,114,11.300000000000011,61924.799999999996
8247,0,0,1713,28.0,116,11.399999999999977,47964.0
8248,0,0,1456,44.1,118,11.400000000000034,64209.6
8249,0,0,1524,39.8,120,11.399999999999977,60655.2
8250,0,1,1394,45.2,122,11.399999999999977,63008.8
8251,0,0,1981,21.2,125,11.399999999999977,41997.2
8252,0,0,1565,36.1,127,11.399999999999977,56496.5
8253,0,0,1657,31.0,129,11.299999999999955,51367.0
8254,0,1,1625,37.1,131,11.399999999999977,60287.5
8255,0,0,1606,31.1,134,11.399999999999977,49946.600000000006
8256,0,2,1336,56.8,136,11.5,75884.8
8257,0,1,1587,34.2,141,11.600000000000023,54275.4
8258,0,0,1602,39.7,144,11.5,63599.4
8259,0,0,1471,38.4,146,11.399999999999977,56486.4
8260,0,2,1332,48.0,148,11.5,63936.0
8261,0,2,1434,48.4,153,11.400000000000034,69405.59999999999
8262,0,0,1921,23.9,158,11.5,45911.899999999994
8263,0,2,1704,30.6,160,11.400000000000034,52142.4
8264,0,1,1397,49.5,165,11.5,69151.5
8265,0,2,1791,28.0,168,11.5,50148.0
8266,0,0,1818,24.1,173,11.5,43813.8
8267,0,0,1540,36.3,175,11.5,55901.99999999999
8268,0,1,1502,39.8,177,11.600000000000023,59779.6
8269,0,2,1761,30.4,180,11.600000000000023,53534.399999999994
8270,0,1,1517,38.4,185,11.699999999999989,58252.799999999996
8271,0,0,1309,51.1,188,11.599999999999966,66889.90000000001
8272,0,0,1363,52.6,190,11.700000000000045,71693.8
8273,0,1,1787,22.2,192,11.600000000000023,39671.4
8274,0,0,1640,29.2,195,11.600000000000023,47888.0
8275,0,1,1720,25.3,197,11.700000000000045,43516.0
8276,0,0,1384,52.8,200,11.699999999999989,73075.2
8277,0,2,1294,55.8,202,11.699999999999989,72205.2
8278,0,0,1464,46.4,207,11.699999999999989,67929.59999999999
8279,0,0,1803,25.4,209,11.800000000000011,45796.2
8280,0,0,1602,39.1,211,11.800000000000011,62638.200000000004
8281,0,2,1519,38.8,213,11.700000000000045,58937.2
8282,0,1,1638,33.6,218,11.800000000000011,55036.8
8283,0,2,1615,33.0,221,11.700000000000045,53295.0
8284,0,0,1651,33.3,0,11.800000000000011,54978.299999999996
8285,0,0,1387,52.7,2,11.700000000000045,73094.90000000001
8286,0,1,1678,32.8,4,11.699999999999989,55038.399999999994
8287,0,0,1585,38.1,7,11.700000000000045,60388.5
8288,0,1,1640,33.8,9,11.800000000000011,55431.99999999999
8289,0,0,1406,43.8,12,11.700000000000045,61582.799999999996
8290,0,1,1679,35.8,14,11.700000000000045,60108.2
8291,0,0,1717,26.9,17,11.600000000000023,46187.299999999996
8292,0,2,1429,39.9,19,11.600000000000023,57017.1
8293,0,1,1533,44.4,24,11.5,68065.2
8294,0,1,1525,38.5,27,11.600000000000023,58712.5
8295,0,0,1739,26.3,30,11.5,45735.700000000004
8296,0,0,1436,39.0,32,11.400000000000034,56004.0
8297,0,1,1595,33.1,34,11.399999999999977,52794.5
8298,0,2,1435,45.6,37,11.400000000000034,65436.0
8299,0,0,1637,31.8,42,11.300000000000011,52056.6
8300,0,0,1558,37.6,44,11.400000000000034,58580.8
8301,0,1,1644,34.1,46,11.400000000000034,56060.4
8302,0,0,1641,31.1,49,11.400000000000034,51035.100000000006
8303,0,0,1504,41.0,51,11.399999999999977,61664.0
8304,0,1,1506,50.7,53,11.400000000000034,76354.2
8305,0,2,1380,44.0,56,11.300000000000011,60720.0
8306,0,1,1549,42.5,61,11.400000000000034,65832.5
8307,1,1,1402,69.7,64,11.400000000000034,97719.40000000001
8308,0,0,1401,45.3,67,11.400000000000034,63465.299999999996
8309,0,1,1459,40.2,69,11.300000000000011,58651.8
8310,0,0,1465,39.7,72,11.199999999999989,58160.50000000001
8311,0,1,1295,52.7,74,11.199999999999989,68246.5
8312,0,1,1529,38.5,77,11.199999999999989,58866.5
8313,0,1,1484,44.9,80,11.199999999999989,66631.59999999999
8314,0,0,1739,30.6,83,11.099999999999966,53213.4
8315,0,2,1422,40.7,85,11.100000000000023,57875.4
8316,0,0,1463,40.0,90,11.0,58520.0
8317,0,0,1667,30.4,92,11.0,50676.799999999996
8318,0,2,1565,39.3,94,11.0,61504.49999999999
8319,0,0,1393,45.7,99,11.0,63660.100000000006
8320,0,1,1453,47.7,101,10.899999999999977,69308.1
8321,0,0,1442,50.0,104,10.800000000000011,72100.0
8322,0,0,1364,44.9,106,10.900000000000034,61243.6
8323,0,2,1453,40.4,108,10.800000000000011,58701.2
8324,0,1,1394,46.0,113,10.800000000000011,64124.0
8325,0,1,1500,38.8,116,10.800000000000011,58199.99999999999
8326,0,2,1523,34.2,119,10.899999999999977,52086.600000000006
8327,0,1,1254,57.1,124,10.900000000000034,71603.40000000001
8328,0,0,1325,52.2,127,10.899999999999977,69165.0
8329,0,0,1424,49.6,129,10.899999999999977,70630.40000000001
8330,0,0,1505,39.0,131,10.899999999999977,58695.0
8331,0,1,1392,48.7,133,10.899999999999977,67790.40000000001
8332,0,0,1529,44.0,136,10.899999999999977,67276.0
8333,0,1,1477,48.5,138,10.899999999999977,71634.5
8334,0,1,1459,47.3,141,10.899999999999977,69010.7
8335,0,1,2240,15.9,144,10.800000000000011,35616.0
8336,0,0,1449,48.8,147,10.800000000000011,70711.2
8337,0,1,1589,35.3,149,10.899999999999977,56091.7
8338,0,0,1740,28.5,152,10.899999999999977,49590.0
8339,0,1,1499,40.3,154,10.899999999999977,60409.7
8340,0,1,1480,38.1,157,10.899999999999977,56388.0
8341,0,0,1751,29.6,160,10.899999999999977,51829.600000000006
8342,0,0,1510,40.6,162,11.0,61306.0
8343,0,2,1437,48.2,164,11.0,69263.40000000001
8344,0,0,1609,40.4,169,10.899999999999977,65003.6
8345,0,2,1490,35.9,171,11.0,53491.0
8346,0,0,1601,35.7,176,11.0,57155.700000000004
8347,0,0,1665,31.1,178,10.900000000000034,51781.5
8348,0,1,1452,42.7,180,10.900000000000034,62000.4
8349,0,1,1487,33.6,183,10.800000000000011,49963.200000000004
8350,0,1,1382,48.1,186,10.900000000000034,66474.2
8351,0,1,1686,26.2,189,10.900000000000034,44173.2
8352,0,0,1491,36.9,192,11.0,55017.9
8353,0,0,1442,55.6,194,10.900000000000034,80175.2
8354,0,0,1390,50.3,196,11.0,69917.0
8355,0,0,1502,46.7,198,10.900000000000034,70143.40000000001
8356,0,1,1344,59.4,200,11.0,79833.59999999999
8357,1,0,1385,46.3,203,11.0,64125.49999999999
8358,0,0,1547,37.4,0,11.0,57857.799999999996
8359,0,1,1525,42.4,2,11.0,64660.0
8360,0,0,1540,35.8,5,11.0,55131.99999999999
8361,0,0,1450,44.3,7,10.899999999999977,64234.99999999999
8362,0,0,1353,62.5,9,11.0,84562.5
8363,0,0,1582,45.0,11,10.899999999999977,71190.0
8364,0,0,1396,49.0,13,10.900000000000034,68404.0
8365,0,1,1551,36.6,15,11.0,56766.600000000006
8366,0,1,1836,22.8,18,10.900000000000034,41860.8
8367,0,0,1390,49.9,21,10.900000000000034,69361.0
8368,0,0,1534,42.1,23,10.900000000000034,64581.4
8369,0,0,1953,20.6,25,10.899999999999977,40231.8
8370,0,0,1634,33.6,27,11.0,54902.4
8371,0,0,1881,21.7,29,11.0,40817.7
8372,0,1,1448,44.8,31,10.899999999999977,64870.399999999994
8373,0,1,1362,50.5,34,11.0,68781.0
8374,0,0,1225,63.4,37,10.899999999999977,77665.0
8375,0,1,1384,48.2,39,10.800000000000011,66708.8
8376,0,0,1334,49.3,42,11.0,65766.2
8377,0,0,1336,50.3,44,10.899999999999977,67200.8
8378,0,1,1331,61.6,46,11.099999999999966,81989.6
8379,0,0,1629,31.9,49,11.099999999999966,51965.1
8380,0,0,1776,25.7,51,11.100000000000023,45643.2
8381,0,2,1530,38.3,53,11.199999999999989,58598.99999999999
8382,0,0,1719,27.3,58,11.100000000000023,46928.700000000004
8383,0,1,1495,35.2,60,11.099999999999966,52624.00000000001
8384,0,0,1450,43.1,63,10.899999999999977,62495.0
8385,0,2,1563,38.8,65,11.0,60644.399999999994
8386,0,1,1501,37.1,70,11.0,55687.1
8387,0,0,1351,47.2,73,11.099999999999966,63767.200000000004
8388,0,0,1365,46.5,75,11.0,63472.5
8389,0,0,1525,39.7,77,11.099999999999966,60542.50000000001
8390,0,1,1288,61.9,79,11.0,79727.2
8391,0,0,1423,42.7,82,11.0,60762.100000000006
8392,0,1,1502,39.4,84,11.100000000000023,59178.799999999996
8393,0,0,1428,43.5,87,11.0,62118.0
8394,0,1,1566,38.1,89,10.899999999999977,59664.600000000006
8395,0,1,1483,44.8,92,11.0,66438.4
8396,0,2,1593,33.3,95,11.0,53046.899999999994
8397,0,0,1724,26.4,100,11.100000000000023,45513.6
8398,1,0,2617,12.1,102,11.199999999999989,31665.7
8399,0,0,1294,59.4,104,11.099999999999966,76863.59999999999
8400,0,0,1533,40.7,106,11.0,62393.100000000006
8401,0,2,1671,31.8,108,10.899999999999977,53137.8
8402,0,0,1370,52.4,113,11.0,71788.0
8403,0,0,1462,45.1,115,11.100000000000023,65936.2
8404,0,0,1545,36.6,117,11.100000000000023,56547.0
8405,0,1,1484,41.7,119,11.100000000000023,61882.8
8406,0,1,1344,45.3,122,11.100000000000023,60883.2
8407,0,0,1357,50.1,125,11.100000000000023,67985.7
8408,0,1,1572,33.0,127,11.100000000000023,51876.0
8409,0,0,1861,26.9,130,11.100000000000023,50060.899999999994
8410,0,0,1548,44.5,132,11.0,68886.0
8411,0,0,1496,37.7,134,11.199999999999989,56399.200000000004
8412,0,1,1314,49.7,136,11.099999999999966,65305.8
8413,0,1,1422,49.7,139,11.099999999999966,70673.40000000001
8414,0,0,1842,20.1,142,11.199999999999989,37024.200000000004
8415,0,1,1434,53.0,144,11.199999999999989,76002.0
8416,0,1,1585,31.3,147,11.300000000000011,49610.5
8417,0,2,1704,30.7,150,11.300000000000011,52312.799999999996
8418,0,0,1971,23.2,155,11.300000000000011,45727.2
8419,0,0,1431,39.9,157,11.300000000000011,57096.9
8420,0,0,1546,37.7,159,11.5,58284.200000000004
8421,0,0,1496,36.3,161,11.400000000000034,54304.799999999996
8422,0,2,1243,63.0,163,11.400000000000034,78309.0
8423,0,0,1452,46.2,168,11.399999999999977,67082.40000000001
8424,0,0,1380,44.7,170,11.5,61686.00000000001
8425,0,0,1567,38.4,172,11.400000000000034,60172.799999999996
8426,0,0,1628,35.9,174,11.399999999999977,58445.2
8427,0,0,1505,46.1,176,11.299999999999955,69380.5
8428,0,1,1827,28.0,178,11.300000000000011,51156.0
8429,0,0,1577,40.0,181,11.300000000000011,63080.0
8430,0,0,1304,57.2,183,11.300000000000011,74588.8
8431,0,2,1324,54.6,185,11.200000000000045,72290.40000000001
8432,0,0,1537,39.9,190,11.199999999999989,61326.299999999996
8433,0,1,1501,48.7,192,11.300000000000011,73098.7
8434,0,1,1654,29.1,195,11.199999999999989,48131.4
8435,0,1,1519,38.1,198,11.300000000000011,57873.9
8436,0,0,1371,51.3,201,11.199999999999989,70332.3
8437,1,0,1181,65.9,203,11.100000000000023,77827.90000000001
8438,0,0,1469,42.8,205,11.199999999999989,62873.2
8439,0,0,1637,34.6,207,11.199999999999989,56640.200000000004
8440,0,0,1370,56.0,0,11.199999999999989,76720.0
8441,0,0,1630,30.6,2,11.299999999999955,49878.0
8442,0,0,1517,39.0,4,11.399999999999977,59163.0
8443,0,1,1668,32.3,6,11.299999999999955,53876.399999999994
8444,0,1,1818,24.9,9,11.299999999999955,45268.2
8445,0,1,1541,36.9,12,11.399999999999977,56862.899999999994
8446,0,0,1482,42.1,15,11.399999999999977,62392.200000000004
8447,0,0,1439,49.9,17,11.5,71806.09999999999
8448,0,0,1492,41.2,19,11.5,61470.4
8449,0,0,1725,27.8,21,11.5,47955.0
8450,0,0,1559,44.2,23,11.600000000000023,68907.8
8451,0,0,1435,42.5,25,11.5,60987.5
8452,0,1,1512,37.5,27,11.399999999999977,56700.0
8453,0,0,1564,37.1,30,11.299999999999955,58024.4
8454,0,0,1522,40.3,32,11.399999999999977,61336.6
8455,0,0,1356,59.5,34,11.299999999999955,80682.0
8456,0,0,1556,38.6,36,11.299999999999955,60061.600000000006
8457,0,0,1393,45.5,38,11.299999999999955,63381.5
8458,0,0,1753,26.8,40,11.199999999999989,46980.4
8459,0,0,1651,29.5,42,11.199999999999989,48704.5
8460,0,0,1372,54.7,44,11.199999999999989,75048.40000000001
8461,0,0,1446,43.3,46,11.199999999999989,62611.799999999996
8462,0,1,1501,44.7,48,11.100000000000023,67094.7
8463,0,1,1411,45.1,51,11.199999999999989,63636.1
8464,0,2,1672,27.5,54,11.099999999999966,45980.0
8465,0,1,1475,40.5,59,11.100000000000023,59737.5
8466,0,0,1469,38.4,62,11.100000000000023,56409.6
8467,0,0,1704,28.3,64,11.199999999999989,48223.200000000004
8468,0,2,1463,39.1,66,11.099999999999966,57203.3
8469,0,1,1280,64.1,71,11.099999999999966,82048.0
8470,0,0,1464,38.0,74,11.199999999999989,55632.0
8471,0,0,1332,46.4,76,11.199999999999989,61804.799999999996
8472,0,0,1634,37.8,78,11.199999999999989,61765.2
8473,0,1,1430,43.1,80,11.199999999999989,61633.0
8474,0,1,1523,44.6,83,11.199999999999989,67925.8
8475,0,1,1557,37.7,86,11.199999999999989,58698.9
8476,0,0,1585,32.2,89,11.100000000000023,51037.00000000001
8477,0,2,1579,33.5,91,11.100000000000023,52896.5
8478,0,1,1354,60.8,96,11.199999999999989,82323.2
8479,0,0,1627,33.4,99,11.099999999999966,54341.799999999996
8480,0,0,1477,35.6,101,11.200000000000045,52581.200000000004
8481,0,1,1595,29.0,103,11.099999999999966,46255.0
8482,0,0,1520,38.1,106,11.100000000000023,57912.0
8483,0,0,1618,31.5,108,11.099999999999966,50967.0
8484,0,0,1397,50.3,110,11.100000000000023,70269.09999999999
8485,0,0,1450,47.9,112,11.100000000000023,69455.0
8486,0,1,1501,40.2,114,11.0,60340.200000000004
8487,0,0,1392,50.1,117,11.0,69739.2
8488,0,0,1385,43.2,119,11.0,59832.00000000001
8489,0,0,1461,46.3,121,11.0,67644.3
8490,0,1,1364,58.7,123,11.100000000000023,80066.8
8491,0,0,1579,38.6,126,11.0,60949.4
8492,0,1,1514,38.8,128,11.100000000000023,58743.2
8493,0,1,1560,36.9,131,11.199999999999989,57564.0
8494,0,0,1542,36.7,134,11.199999999999989,56591.4
8495,0,0,1668,27.1,136,11.099999999999966,45202.8
8496,0,1,1816,22.6,138,11.099999999999966,41041.600000000006
8497,0,1,1509,34.2,141,11.099999999999966,51607.8
8498,0,0,1479,37.8,144,11.200000000000045,55906.2
8499,0,0,1655,30.2,146,11.200000000000045,49981.0
8500,0,0,1711,30.3,148,11.199999999999989,51843.3
8501,0,0,1581,34.6,150,11.300000000000011,54702.600000000006
8502,0,2,1279,55.9,152,11.199999999999989,71496.09999999999
8503,0,0,1468,40.9,157,11.300000000000011,60041.2
8504,0,0,1419,41.3,159,11.300000000000011,58604.7
8505,0,0,1530,38.6,161,11.300000000000011,59058.0
8506,1,0,1710,27.3,163,11.200000000000045,46683.0
8507,0,0,1518,39.8,165,11.300000000000011,60416.399999999994
8508,0,1,1679,33.3,167,11.300000000000011,55910.7
8509,0,1,1870,22.5,170,11.300000000000011,42075.0
8510,0,0,1484,44.3,173,11.399999999999977,65741.2
8511,0,0,1457,44.2,175,11.300000000000011,64399.4
8512,0,2,1546,36.2,177,11.300000000000011,55965.200000000004
8513,0,1,1478,36.5,182,11.300000000000011,53947.0
8514,0,0,1447,47.1,185,11.199999999999989,68153.7
8515,0,0,1443,45.4,187,11.199999999999989,65512.2
8516,0,0,1527,30.9,189,11.300000000000011,47184.299999999996
8517,0,1,1469,54.8,191,11.300000000000011,80501.2
8518,0,1,1681,27.1,194,11.300000000000011,45555.100000000006
8519,0,0,1420,44.1,197,11.300000000000011,62622.0
8520,0,1,1543,49.9,199,11.199999999999989,76995.7
8521,0,0,1376,50.4,202,11.100000000000023,69350.4
8522,0,2,1631,29.8,0,11.099999999999966,48603.8
8523,0,2,1529,41.7,5,11.0,63759.3
8524,0,0,1468,46.2,10,11.099999999999966,67821.6
8525,0,0,1378,52.3,12,11.099999999999966,72069.4
8526,0,0,1401,51.9,14,11.0,72711.9
8527,0,0,1531,37.4,16,10.900000000000034,57259.4
8528,0,0,1512,35.8,18,10.900000000000034,54129.6
8529,0,1,1522,47.4,20,10.899999999999977,72142.8
8530,0,1,1615,31.8,23,10.800000000000011,51357.0
8531,0,0,1449,46.5,26,10.699999999999989,67378.5
8532,0,0,1315,55.5,28,10.799999999999955,72982.5
8533,0,1,1465,41.1,30,10.799999999999955,60211.5
8534,0,1,1404,43.3,33,10.899999999999977,60793.2
8535,0,0,1547,44.8,36,10.899999999999977,69305.59999999999
8536,0,1,1426,45.4,38,10.899999999999977,64740.4
8537,0,0,1730,30.2,41,10.899999999999977,52246.0
8538,0,0,1548,37.7,43,10.899999999999977,58359.600000000006
8539,0,0,1517,40.2,45,10.899999999999977,60983.4
8540,0,0,1687,29.3,47,10.899999999999977,49429.1
8541,0,0,1738,25.2,49,11.0,43797.6
8542,0,2,1512,35.3,51,11.0,53373.6
8543,0,1,1365,48.7,56,10.899999999999977,66475.5
8544,0,2,2011,21.0,59,10.899999999999977,42231.0
8545,0,0,1806,27.6,64,10.900000000000034,49845.600000000006
8546,0,0,1716,28.4,66,10.900000000000034,48734.399999999994
8547,0,1,1666,24.3,68,11.0,40483.8
8548,0,0,1578,36.3,71,10.899999999999977,57281.399999999994
8549,0,0,1558,37.2,73,11.0,57957.600000000006
8550,0,0,1456,45.5,75,10.899999999999977,66248.0
8551,0,1,1457,49.0,77,10.900000000000034,71393.0
8552,0,0,1467,44.5,80,10.900000000000034,65281.5
8553,0,1,1661,38.2,82,10.899999999999977,63450.200000000004
8554,0,0,1592,33.9,85,10.899999999999977,53968.799999999996
8555,0,0,1596,37.2,87,10.800000000000011,59371.200000000004
8556,0,0,1489,40.6,89,10.800000000000011,60453.4
8557,0,0,1471,48.3,91,10.699999999999989,71049.3
8558,0,1,1505,41.3,93,10.699999999999989,62156.49999999999
8559,0,0,1519,40.0,96,10.699999999999989,60760.0
8560,0,0,1408,45.4,98,10.699999999999989,63923.2
8561,0,0,1332,44.4,100,10.699999999999989,59140.799999999996
8562,0,0,1351,52.4,102,10.799999999999955,70792.4
8563,0,0,1500,36.7,104,10.899999999999977,55050.00000000001
8564,0,1,1614,30.7,106,10.699999999999989,49549.799999999996
8565,0,0,1489,36.5,109,10.800000000000011,54348.5
8566,0,1,1751,26.6,111,10.800000000000011,46576.600000000006
8567,0,0,1511,45.8,114,10.699999999999989,69203.8
8568,0,0,1691,29.6,116,10.700000000000045,50053.600000000006
8569,0,0,1757,27.5,118,10.700000000000045,48317.5
8570,0,2,1545,35.9,120,10.800000000000011,55465.5
8571,0,0,2262,15.7,125,10.700000000000045,35513.4
8572,0,1,1559,35.2,127,10.800000000000011,54876.8
8573,0,0,1626,32.4,130,10.799999999999955,52682.399999999994
8574,0,0,1424,53.9,132,10.699999999999989,76753.59999999999
8575,0,1,1648,29.1,134,10.699999999999989,47956.8
8576,0,0,1523,39.5,137,10.699999999999989,60158.5
8577,0,0,1502,43.2,139,10.699999999999989,64886.4
8578,0,0,1489,40.7,141,10.699999999999989,60602.3
8579,0,1,1620,31.2,143,10.700000000000045,50544.0
8580,0,0,1631,30.6,146,10.600000000000023,49908.600000000006
8581,0,1,1429,45.8,148,10.5,65448.2
8582,1,1,1334,72.0,151,10.600000000000023,96048.0
8583,0,0,1423,38.0,154,10.600000000000023,54074.0
8584,0,0,1390,47.7,156,10.5,66303.0
8585,0,1,1338,48.5,158,10.5,64893.0
8586,0,2,1461,37.5,161,10.599999999999966,54787.5
8587,0,1,1627,34.3,166,10.5,55806.1
8588,0,0,1385,44.4,169,10.5,61494.0
8589,0,1,1538,48.0,171,10.5,73824.0
8590,0,0,1557,35.5,174,10.5,55273.5
8591,0,0,1606,33.4,176,10.5,53640.399999999994
8592,0,1,1430,44.5,178,10.5,63635.0
8593,0,1,1601,34.6,181,10.600000000000023,55394.600000000006
8594,0,0,1356,51.9,184,10.600000000000023,70376.4
8595,0,1,1624,30.9,186,10.699999999999989,50181.6
8596,0,0,1327,56.5,189,10.699999999999989,74975.5
8597,0,0,1410,47.0,191,10.699999999999989,66270.0
8598,0,0,1478,42.3,193,10.699999999999989,62519.399999999994
8599,0,0,1460,40.3,195,10.799999999999955,58837.99999999999
8600,0,0,1435,40.3,197,10.800000000000011,57830.49999999999
8601,0,2,1359,46.9,199,10.800000000000011,63737.1
8602,0,0,1729,31.7,204,10.700000000000045,54809.299999999996
8603,0,2,1384,49.1,206,10.699999999999989,67954.40000000001
8604,0,0,1297,52.1,211,10.800000000000011,67573.7
8605,0,0,1633,33.3,213,10.899999999999977,54378.899999999994
8606,0,1,1505,37.2,215,10.899999999999977,55986.00000000001
8607,0,0,1433,50.0,218,10.899999999999977,71650.0
8608,1,0,1369,50.6,220,11.0,69271.40000000001
8609,1,0,1475,40.5,222,10.900000000000034,59737.5
8610,0,0,1561,38.3,0,10.900000000000034,59786.299999999996
8611,0,0,1472,45.5,2,10.900000000000034,66976.0
8612,0,0,1441,44.5,4,10.899999999999977,64124.5
8613,0,1,1401,50.5,6,11.0,70750.5
8614,0,0,1691,33.1,9,11.0,55972.100000000006
8615,0,0,1382,47.1,11,11.0,65092.200000000004
8616,0,0,1355,46.4,13,11.0,62872.0
8617,0,0,1529,45.3,15,11.0,69263.7
8618,0,0,1829,24.9,17,11.0,45542.1
8619,0,2,1480,39.8,19,11.0,58903.99999999999
8620,0,0,1475,42.4,24,10.899999999999977,62540.0
8621,0,1,1431,52.6,26,10.899999999999977,75270.6
8622,0,0,1437,42.3,29,10.800000000000011,60785.1
8623,0,1,1476,45.6,31,10.800000000000011,67305.6
8624,0,2,1490,39.7,34,10.899999999999977,59153.00000000001
8625,0,0,1632,33.5,39,10.900000000000034,54672.0
8626,0,0,1402,49.7,41,10.800000000000011,69679.40000000001
8627,0,0,1347,45.8,43,10.900000000000034,61692.6
8628,0,0,1747,31.0,45,10.899999999999977,54157.0
8629,0,2,1557,39.1,47,11.0,60878.700000000004
8630,0,0,1371,57.4,52,11.0,78695.4
8631,0,2,1506,37.0,54,11.0,55722.0
8632,0,0,1590,35.5,59,11.0,56445.0
8633,0,0,1336,53.7,61,10.900000000000034,71743.2
8634,0,0,1411,43.2,63,11.0,60955.200000000004
8635,0,0,1704,27.3,65,10.900000000000034,46519.200000000004
8636,0,0,1723,27.3,67,10.899999999999977,47037.9
8637,0,0,1459,39.7,69,11.0,57922.3
8638,0,0,1572,35.9,71,10.899999999999977,56434.799999999996
8639,0,0,1384,56.0,73,10.899999999999977,77504.0
8640,0,0,1383,47.5,75,11.0,65692.5
8641,0,1,1360,48.6,77,10.899999999999977,66096.0
8642,0,1,1596,36.6,80,10.899999999999977,58413.600000000006
8643,0,0,1448,54.3,83,11.0,78626.4
8644,0,1,1443,38.2,85,10.899999999999977,55122.600000000006
8645,0,1,1492,35.5,88,11.0,52966.0
8646,0,0,1497,43.9,91,11.100000000000023,65718.3
8647,0,0,1530,38.5,93,11.0,58905.0
8648,0,1,1478,46.2,95,11.0,68283.6
8649,0,0,1328,61.8,98,11.0,82070.4
8650,0,2,1771,27.4,100,10.900000000000034,48525.399999999994
8651,0,1,1564,35.0,105,11.0,54740.0
